dropout,run_name,epochs_completed,best_epoch,best_validation_macro_f1,best_validation_loss,final_validation_macro_f1,final_validation_loss
0.2,baseline_dropout02_pilot,3,3,0.4990070209664154,1.4560969271493005,0.4990070209664154,1.4560969271493005
0.4,baseline_b64_lr5e4_pilot,3,3,0.4953176848295919,1.4768216485257086,0.4953176848295919,1.4768216485257086
0.6,baseline_dropout06_pilot,3,3,0.4311068438595858,1.9552109012726704,0.4311068438595858,1.9552109012726704
